"biz_rest.business_id" "biz_rest.state" "biz_rest.name" "biz_rest.stars" "biz_rest.longitude" "biz_rest.latitude" "biz_rest.attributes.RestaurantsTakeOut" "biz_rest.attributes.RestaurantsReservations" "biz_rest.attributes.WiFi" "biz_rest.attributes.Caters" "biz_rest.review_count" "biz_rest.hours.Monday" "biz_rest.hours.Tuesday" "biz_rest.hours.Wednesday" "biz_rest.hours.Thursday" "biz_rest.hours.Friday" "biz_rest.hours.Saturday" "biz_rest.hours.Sunday" "num_checkins"
"72002" "l0dOj4jI82qk-x6WVwNQLQ" "ON" "Sorento Restaurant Fine Mediterranean Cuisine" 3.5 -79.3414943 43.7269871 TRUE TRUE "no" FALSE 31 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 58
"72005" "L0efPRMk5nO99cJ3yj7Pvw" "AZ" "Rocco's Famous Philly" 3 -111.718606422 33.3944550945 TRUE FALSE "no" FALSE 36 "10:30-20:00" "10:30-20:00" "10:30-20:00" "10:30-20:00" "10:30-22:00" "10:30-22:00" "11:00-20:00" 41
"72012" "l0Gop1Hu8XJYpHHCpvG6SA" "NV" "Chile Caliente Tacos Y Mariscos" 4.5 -115.0536845 36.0792706 TRUE FALSE "no" TRUE 102 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" 133
"72039" "l0WauZ92kRg9bu2oxHj4TQ" "AZ" "Aiello's East Coast Italian" 4 -112.0634243 33.6075454 TRUE FALSE "no" TRUE 125 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-22:00" "11:00-22:00" "11:00-20:00" 205
"72055" "L192hPeosT4Z1qRO8jQbfQ" "AZ" "Yard House" 3.5 -111.9294198 33.5028371 TRUE FALSE "free" FALSE 408 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-23:00" 3506
"72059" "l1bRQosRdqGemBnuQB5F6A" "NC" "Harvey's in Cornelius" 4 -80.8931981 35.4794726 TRUE TRUE "free" TRUE 34 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-2:00" "11:00-2:00" "11:00-23:00" 59
"72065" "l1EzeGkWmLzAf9F1bAlFRQ" "AZ" "Ray's Pizza" 4.5 -112.239922 33.6804949 TRUE FALSE "free" FALSE 108 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-23:00" "10:30-23:00" "10:30-23:00" "10:30-22:00" 208
"72068" "l1GJnB9TJgGgEeI4at1M0A" "NV" "El Frescos Cocina Mexicana" 5 -115.1484459 36.0985273 TRUE FALSE "no" TRUE 190 "8:00-17:00" "8:00-17:00" "8:00-17:00" "8:00-17:00" "8:00-17:00" "8:00-17:00" "8:00-17:00" 152
"72078" "l1JDX-o0wCLykuh78R8Kng" "PA" "Whitfield" 4 -79.9263448 40.4613153 TRUE TRUE "free" FALSE 114 "7:00-15:00" "17:00-23:00" "17:00-23:00" "17:00-23:00" "17:00-0:00" "17:00-0:00" "17:00-22:00" 154
"72089" "L1qCbC-FMbcCIt-LtqVIOQ" "OH" "Romeo's Pizza" 4 -81.9420079177 41.4071441722 TRUE FALSE "no" TRUE 4 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-23:00" "10:00-23:00" "11:00-22:00" 3
"72094" "l1u7JGKbj4OCm-h_VERs3g" "ON" "Thai One On" 3.5 -79.117285 43.817839 TRUE TRUE "no" TRUE 18 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "11:00-22:00" "11:00-22:00" 15
"72117" "L23qeWacyCZFjF9DL6o04w" "AZ" "Venezias New York Style Pizzeria" 4 -111.8056711 33.3216688 TRUE FALSE "free" TRUE 229 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-23:00" "10:30-23:00" "10:30-22:00" 1055
"72123" "L2c-qKZWumCmOCR-dqBLrg" "IL" "Seven Saints" 4 -88.2420127724 40.1165558776 TRUE FALSE "no" FALSE 273 "11:00-0:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-0:00" 696
"72138" "L2iT7pipc455Tgpbo35_mw" "AZ" "CASA Sunbá" 3 -111.9394223 33.4243368 TRUE FALSE "free" FALSE 198 "10:00-2:00" "10:00-2:00" "10:00-2:00" "10:00-2:00" "10:00-2:00" "8:00-2:00" "8:00-2:00" 907
"72145" "L2njv1aLZMjGUEEThUldog" "OH" "Gunselman's Tavern" 3.5 -81.8588977 41.4438128 TRUE FALSE "free" FALSE 15 "11:00-2:30" "11:00-2:30" "11:00-2:30" "11:00-2:30" "11:00-2:30" "11:00-2:30" "11:00-0:00" 24
"72147" "l2OHP7IE7mY6eXsxKjG1mw" "OH" "Hard Rock Cafe - Northfield" 3 -81.5251263764 41.3498066346 TRUE TRUE "free" FALSE 17 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-1:00" "11:00-1:00" "11:00-23:00" 62
"72148" "L2p0vO3fsS2LC6hhQo3CzA" "AZ" "Matt's Big Breakfast" 4 -112.072295342 33.4574481513 TRUE FALSE "no" FALSE 1398 "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" 3669
"72152" "l2rcGJSpfTO9-dV8MdFmkA" "ON" "Fat Bastard Burrito" 3.5 -79.3223805 43.7741504 TRUE FALSE "free" TRUE 32 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-3:00" "11:00-3:00" "11:00-0:00" 99
"72163" "l2WFLLHJnO0cCheozTaRXQ" "ON" "Alexandros Take-Out" 3.5 -79.3751715 43.6414328 TRUE FALSE "no" FALSE 91 "11:00-4:00" "11:00-4:00" "11:00-4:00" "11:00-4:00" "11:00-5:00" "11:00-5:00" "11:00-4:00" 139
"72174" "L38gPrqPa4alEwnxoLUdAQ" "ON" "Constantinople Bakery & Coffee" 4 -79.4026175 43.6476148 TRUE FALSE "free" TRUE 23 "9:00-21:00" "9:00-21:00" "9:00-21:00" "9:00-21:00" "9:00-22:00" "9:00-22:00" "9:00-21:00" 40
"72178" "L3cr192keA1dWb_ebk1pJQ" "ON" "BB Cafe" 4.5 -79.4183363 43.7910535 TRUE FALSE "free" TRUE 35 "10:00-0:00" "10:00-0:00" "10:00-0:00" "10:00-0:00" "10:00-0:00" "10:00-0:00" "10:00-0:00" 45
"72193" "L3GSBM-3cUGiEWqcnNF9lA" "EDH" "Illegal Jack's" 3.5 -3.2053462827 55.94608619 TRUE TRUE "free" FALSE 65 "12:00-21:30" "12:00-21:30" "12:00-21:30" "12:00-21:30" "12:00-22:30" "12:00-22:30" "12:00-21:30" 245
"72197" "l3jXlEDlVfKj_ECpU7tobA" "NC" "Draught" 3.5 -80.8548383 35.2283983 TRUE TRUE "free" TRUE 180 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-22:00" 776
"72212" "L3R7y3_tUKQlM9kor4-Ccw" "ON" "Jamie's Italian" 3 -79.4530578107 43.7266461513 FALSE TRUE "no" FALSE 266 "11:30-23:00" "11:30-23:00" "11:30-23:00" "11:30-23:00" "11:30-23:00" "11:30-23:00" "11:30-22:00" 279
"72213" "l3SBg8iCNN_4-dnV0Wk4fg" "OH" "Brew 133" 3 -81.784374 41.477292 TRUE TRUE "free" TRUE 11 "15:00-2:30" "15:00-2:30" "15:00-2:30" "15:00-2:30" "15:00-2:30" "11:00-2:30" "11:00-2:30" 41
"72226" "L3ysePkSGjp11VIcmA3A-Q" "PA" "Buford's Kitchen" 3 -80.2182092 40.5203151 TRUE TRUE "free" TRUE 49 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "8:00-23:00" "8:00-21:00" 43
"72257" "L4ivYHVCDpIE0SrPaCn0LA" "EDH" "The Southern" 3.5 -3.18082 55.9405446 TRUE TRUE "free" FALSE 58 "10:00-0:00" "10:00-0:00" "10:00-0:00" "10:00-0:00" "10:00-1:00" "10:00-1:00" "10:00-0:00" 227
"72268" "l4pAkHCVUKAcDvo-iNSbYA" "AZ" "Ahipoki Bowl" 4.5 -111.9257845 33.4791995 TRUE FALSE "no" FALSE 497 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" 1999
"72276" "l4SRHKV2XLdUR_QpvVxI1g" "AZ" "The Downside Risk" 3.5 -111.924510207 33.5671463821 TRUE FALSE "free" FALSE 63 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "10:00-1:00" "10:00-1:00" 162
"72281" "L4wjHHeoJ33KK59i3xpOqw" "ON" "Asahi Sushi" 3 -79.3829001 43.6699469 TRUE TRUE "free" TRUE 52 "11:30-22:30" "11:30-22:30" "11:30-22:30" "11:30-22:30" "11:30-22:30" "11:30-22:30" "11:30-22:30" 176
"72286" "l4x5FFzfiCFrGN0S-uZbBQ" "IL" "Nando Milano Trattoria" 4 -88.243507 40.1175503 TRUE TRUE "free" TRUE 126 "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-22:00" "17:00-23:00" "17:00-23:00" "16:00-21:00" 56
"72299" "l57pPj8XxRxmzsplMCeV9w" "ON" "The Gem" 3.5 -79.4320964813 43.6746075642 TRUE FALSE "no" FALSE 40 "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" 142
"72313" "L5gshVDZ-v_UsrF74494lQ" "BW" "Thai Rainbow Garden" 4 9.01681 48.68565 TRUE TRUE "no" TRUE 56 "17:30-23:30" "17:30-23:30" "17:30-23:30" "17:30-23:30" "17:30-23:30" "17:30-23:30" "17:30-23:30" 41
"72326" "l5NUIeAo6Fk-Vx4nm3Xqfg" "NV" "China Ginger" 3.5 -115.2975877 36.0977765 TRUE TRUE "free" TRUE 59 "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-22:00" "11:00-22:00" "11:00-21:30" 160
"72327" "L5OapgBUzqueHjuBhEQwsw" "PA" "Stack'd Burgers & Beer - Oakland" 3.5 -79.956892 40.44133 TRUE FALSE "free" FALSE 57 "11:30-0:00" "11:30-0:00" "11:30-0:00" "11:30-1:00" "11:30-1:00" "11:30-1:00" "11:30-0:00" 111
"72336" "l5TiWO_g8WGFEgKptZmkzA" "QC" "Jarry Smoked Meat" 3.5 -73.5808557 45.595709 TRUE FALSE "free" TRUE 22 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 33
"72344" "L5wNKBuK6-tj7cfFMmgv1A" "PA" "Boston Market" 4 -79.9415246 40.4555475 TRUE FALSE "free" TRUE 16 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "11:00-22:00" "11:00-22:00" 62
"72363" "L64JAuPA8_CgjAqvnO6JBg" "ON" "Lone Star Texas Grill" 2.5 -79.6906834533 43.5135641439 TRUE TRUE "free" FALSE 32 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-23:00" "11:00-23:00" "11:00-22:00" 56
"72374" "l6Bqwpjfvw0Spg-95pYF9A" "ON" "K-pocha" 3.5 -79.6124004 43.58384 TRUE TRUE "no" FALSE 43 "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" "17:00-2:00" 82
"72376" "l6ChWz5fwhkvuEmThuFl5w" "WI" "Mother Fool's Coffeehouse" 3.5 -89.36579 43.0819293 TRUE FALSE "free" FALSE 72 "7:00-23:00" "7:00-23:00" "7:00-23:00" "7:00-23:00" "7:00-23:00" "8:00-23:00" "8:00-23:00" 195
"72388" "L6kFtq-C4dJJZJGk5Q8vRw" "NV" "New York Bagel Bakery" 3 -115.1734184 36.1617046 TRUE FALSE "no" TRUE 66 "6:00-16:00" "6:00-16:00" "6:00-16:00" "6:00-16:00" "6:00-16:00" "7:00-14:00" "7:00-14:00" 193
"72401" "L6qd3x0bHymyxub9dF7lIA" "NV" "Cafe Noodle & Chinese Barbeque" 3 -115.197904 36.125908 TRUE FALSE "no" FALSE 223 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" 1441
"72406" "L6RxkP8dneVGelDLUhjCug" "NV" "So Good Cafe" 4.5 -115.2182138 36.1263504 TRUE FALSE "free" TRUE 81 "18:00-21:00" "18:00-21:00" "18:00-21:00" "18:00-21:00" "9:00-15:00" "9:00-21:00" "9:00-21:00" 205
"72413" "L6WLlUfoeDP5EzOkuVRcHw" "ON" "Fernando's Hideaway" 2.5 -79.3416051 43.6793594 TRUE TRUE "free" FALSE 9 "12:00-22:00" "12:00-22:00" "12:00-22:00" "12:00-22:00" "12:00-0:00" "12:00-0:00" "12:00-22:00" 4
"72425" "l6ZrDTwUHZebCG3C9Va3Dw" "PA" "La Feria" 4 -79.932833 40.451723 TRUE TRUE "no" TRUE 81 "10:00-20:30" "10:00-20:30" "10:00-20:30" "10:00-20:30" "10:00-20:30" "10:00-20:30" "10:00-15:00" 92
"72428" "l7_pJgcg2onEj5QHWzVFvA" "AZ" "Wendy's" 2 -111.9282722 33.6576228 TRUE FALSE "no" FALSE 27 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" 93
"72438" "L772e6l2Yd0DJEyCBxBNng" "WI" "State Street Brats" 3 -89.395948 43.074776 TRUE FALSE "free" FALSE 167 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:30" "11:00-2:30" "11:00-2:00" 516
"72442" "l7A73zaNzDyWJJ0ixc2ymw" "WI" "Pizza Pit" 3 -89.2185271 43.1832772 TRUE FALSE "no" TRUE 8 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-2:00" "11:00-2:00" "11:00-23:00" 18
"72447" "l7BLw7-bKVD7fImtls4Lfw" "NV" "Los Antojos" 4 -115.1180773 36.1438534 TRUE FALSE "no" FALSE 70 "9:30-21:00" "9:30-14:00" "9:30-21:00" "9:30-21:00" "9:30-21:00" "9:30-21:00" "9:30-21:00" 189
"72473" "L7rjzj2g2EEbHfee9V-X2Q" "AZ" "Samurai Sam's" 4 -112.1236355 33.6666993 TRUE FALSE "free" TRUE 33 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "11:00-21:00" "11:00-20:00" 120
"72476" "L7ruEZJO8tGQIHPxGTztAA" "WI" "Panera Bread" 3 -89.4967161771 43.0604226761 TRUE FALSE "free" TRUE 22 "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "7:00-21:00" 144
"72477" "L7SKlQ4hH12eIqmabXzE0Q" "NV" "DJT" 3 -115.172779 36.129522 FALSE TRUE "no" FALSE 97 "6:30-22:00" "6:30-22:00" "6:30-22:00" "6:30-22:00" "6:30-22:00" "6:30-22:00" "6:30-22:00" 196
"72496" "l8-iWoq7iGP99rb05l1S0g" "AZ" "Burger King" 1.5 -112.2198711 33.5384228 TRUE FALSE "free" FALSE 6 "9:00-23:00" "9:00-23:00" "9:00-23:00" "9:00-23:00" "9:00-23:00" "10:00-23:00" "10:00-23:00" 22
"72497" "L82O1ZFFQfjJxF0_PYWPnA" "ON" "Guu Izakaya Toronto" 4 -79.4310904075 43.6418673011 TRUE TRUE "no" FALSE 50 "17:30-23:30" "17:30-23:30" "17:30-23:30" "17:30-23:30" "17:30-0:30" "12:00-0:30" "12:00-23:30" 66
"72498" "L877pDtfa3FyN0fcNeCdlA" "NV" "Five Guys" 3.5 -115.1105835 36.0029991 TRUE FALSE "no" FALSE 225 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 1103
"72510" "L8DX7Jxt5r6lS68AOG43hg" "NC" "Panda Express" 3 -80.8755221 35.1681813 TRUE FALSE "no" TRUE 25 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:30" "11:00-21:30" "11:00-21:00" 74
"72511" "l8ewXyH88N5Y_BOPXKAQZw" "AZ" "PT Noodles" 4.5 -112.3571088 33.6087779 TRUE TRUE "no" FALSE 99 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-21:00" 122
"72515" "l8gyfK0w0lrQqbPReObf5w" "AZ" "Taco Bell" 2 -112.15148 33.56766 TRUE FALSE "free" FALSE 3 "6:00-1:00" "6:00-1:00" "6:00-1:00" "6:00-1:00" "6:00-1:00" "6:00-1:00" "8:00-23:00" 22
"72520" "l8IqBeFXK3dqFEs7YL3ukg" "PA" "Pizza Parma" 3.5 -80.0521762 40.3490286 TRUE FALSE "no" TRUE 14 "10:00-22:45" "10:00-22:45" "10:00-22:45" "10:00-22:45" "10:00-22:45" "10:00-22:45" "11:00-21:45" 8
"72523" "l8k4gOEkfoLKq0mPVWHWGg" "AZ" "Arcadia Tavern" 3.5 -111.977756 33.49413 TRUE TRUE "free" TRUE 372 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-22:00" 2712
"72526" "l8N9UHVcFmgpJOez8z6rKw" "NV" "Hatari Restaurant & Sports Bar" 3.5 -115.1354186 36.1249276 TRUE TRUE "free" TRUE 15 "11:00-22:00" "11:00-23:00" "11:00-22:00" "11:00-22:00" "11:00-0:00" "11:00-0:00" "11:00-22:00" 28
"72531" "l8qAqHW06K5vO0UbobifiQ" "ON" "The County Cocktail and Snack Bar" 3.5 -79.3462869 43.6596956 TRUE TRUE "no" FALSE 33 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "10:00-23:00" "10:00-22:00" 57
"72533" "L8qHCpeeF2_5RN_5RJQyYg" "AZ" "Teakwoods Tavern & Grill" 3.5 -111.786033511 33.3052413358 TRUE FALSE "free" TRUE 191 "10:30-23:00" "10:30-0:00" "10:30-0:00" "10:30-0:00" "10:30-1:00" "9:00-1:00" "9:00-23:00" 931
"72538" "L8rJht4Jw_BuR8gsckEWYg" "NC" "The Cheesecake Factory" 3.5 -80.8305587899 35.1515868304 TRUE TRUE "no" TRUE 312 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:30" "11:00-0:30" "10:00-23:00" 1043
"72540" "l8SNag-Ii0YUeSGHkA3Vhw" "ON" "Ferro Bar & Cafe" 3.5 -79.4286208 43.6809349 TRUE TRUE "free" TRUE 69 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "17:00-22:00" 81
"72542" "l8tSrCIwIyRMBHUiZ9By4A" "AZ" "Islands Restaurant" 4 -111.972020517 33.6756799065 TRUE FALSE "free" FALSE 152 "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-22:30" "11:00-22:30" "11:00-21:30" 635
"72565" "L9_wsi8SdT6-TFtuiUlGcA" "OH" "Popeyes Louisiana Kitchen" 3 -81.4996343 41.5888458 TRUE FALSE "no" TRUE 5 "10:30-23:00" "10:30-23:00" "10:30-23:00" "10:30-23:00" "10:30-23:00" "10:30-23:00" "10:30-23:00" 25
"72569" "L92FWHOSZVuk8wjTloCigQ" "ON" "Hero Certified Burgers - Mt. Pleasant" 2 -79.3904496 43.7086756 TRUE FALSE "free" TRUE 11 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" 11
"72571" "L95AbX7soDeDoOErUuuGyw" "NV" "Kabob Corner" 3 -115.1803484 36.2611589 TRUE TRUE "no" FALSE 21 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 20
"72572" "L95ppCbcWAt4LUWrCiEvPg" "PA" "The Capital Grille" 4 -80.0000391542 40.4407195879 FALSE TRUE "free" TRUE 211 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "16:00-23:00" "16:00-21:00" 393
"72573" "L97gcZgV8Cm9-MSuAanO9Q" "NV" "Burger King" 2 -115.2434753 36.1260919 TRUE FALSE "no" FALSE 24 "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "7:00-0:00" 118
"72578" "l9B72QwKjUhEA-pLumCa5w" "AZ" "Golden Egg Roll" 3.5 -111.961297082 33.3913585246 TRUE FALSE "no" TRUE 91 "10:30-21:30" "10:30-21:30" "10:30-21:30" "10:30-21:30" "10:30-21:30" "10:30-21:30" "12:00-21:00" 183
"72594" "L9hxsakFxY315yPqCZL-zQ" "NV" "Addiction Restaurant" 3 -115.154103 36.107456 TRUE TRUE "free" TRUE 60 "7:00-13:00" "7:00-13:00" "7:00-13:00" "7:00-13:00" "7:00-21:00" "7:00-21:00" "7:00-13:00" 144
"72598" "L9nMax4J-1kufJAeWRxASw" "AZ" "Caribbean Cuisine" 4.5 -112.20263388 33.5251689403 TRUE FALSE "no" TRUE 101 "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-20:00" "11:00-21:00" "14:00-18:00" 124
"72606" "L9qDnDHSnINNjePwrJz-uQ" "AZ" "Miele's Italian Bistro" 4 -111.9096233 33.3616642 TRUE TRUE "no" TRUE 204 "11:30-21:00" "11:30-21:00" "11:30-21:00" "11:30-21:00" "11:30-22:00" "11:30-22:00" "11:30-21:00" 235
"72608" "l9RbdvFj3d5SPtyKfobyVA" "ON" "Colonel Mustard's" 2.5 -79.2662286758 43.8715472245 TRUE TRUE "no" FALSE 13 "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-1:00" "10:30-1:00" "10:30-1:00" 29
"72617" "l9vx-OTdDPU-oHZ17aVxdg" "ON" "Federick Restaurant" 4 -79.2533541 43.8512145 TRUE TRUE "no" TRUE 133 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "12:00-22:00" 237
"72632" "La_yPXZpdIJINeDEP-THLA" "ON" "Nawab Indian Cuisine" 4 -79.7144975 43.5818544 TRUE TRUE "no" TRUE 7 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "9:00-23:00" "9:00-23:00" 8
"72640" "lA4bWd0prl1huLmiHTQHpw" "AZ" "Mariscos Vuelve a La Vida" 2.5 -112.1512955 33.4812756 TRUE TRUE "no" FALSE 24 "8:30-0:00" "8:30-0:00" "8:30-0:00" "8:30-2:00" "8:30-2:00" "8:30-2:00" "8:30-2:00" 39
"72653" "LAAl7t-Ma93BkRzSPDqvgw" "ON" "Redfish Bluefish Creative Cafe" 4 -79.402786754 43.6628221912 TRUE FALSE "free" FALSE 13 "9:00-18:00" "8:00-18:00" "8:00-18:00" "8:00-18:00" "8:00-18:00" "11:00-20:00" "11:00-20:00" 33
"72657" "lAarf-sDnHyADXXr1ZISEg" "OH" "pizzaBOGO" 4 -81.8033444 41.485372 TRUE FALSE "free" FALSE 6 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-23:00" "10:30-23:00" "12:00-22:00" 24
"72663" "Ladt7CobMcCFZ8-iC5v0cw" "PA" "Gab & Eat" 4.5 -80.0834825 40.3979762 TRUE FALSE "no" FALSE 75 "6:00-14:30" "6:00-14:30" "6:00-14:30" "6:00-14:30" "6:00-14:30" "6:00-12:30" "7:00-12:30" 164
"72669" "lAFCW5rCTRCIDQWzEpysbA" "NV" "Rosati's" 3.5 -114.9925851 36.0131432 TRUE FALSE "no" TRUE 86 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 148
"72695" "lamNK6ivdxNxlCnLu_uqBw" "AZ" "Tokyo Joe's" 3.5 -111.9278632 33.3800215 TRUE FALSE "free" TRUE 53 "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" "11:00-21:00" 121
"72709" "lap6PTY8pyckPSMgvCuIbA" "AZ" "Tacos & Tequilas" 3.5 -112.029755295 33.6635297262 TRUE FALSE "free" FALSE 67 "10:00-21:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 86
"72716" "lAR6Lj6-zBxQNqflZt0zTQ" "NV" "Buca di Beppo" 3 -115.151831657 36.1149437266 TRUE TRUE "no" TRUE 326 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-21:00" 1110
"72721" "LaSI4hTI5EZ2DfcSvE0uWw" "OH" "Stevenson's Bar & Grill" 4 -81.540491 41.585773 TRUE FALSE "no" FALSE 13 "11:00-23:00" "11:00-23:00" "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-20:00" 33
"72727" "Lau3N654yNyWdIIybea1uA" "NV" "Il Fornaio" 3.5 -115.174664 36.102269 TRUE TRUE "free" FALSE 493 "7:30-0:00" "7:30-0:00" "7:30-0:00" "7:30-0:00" "7:30-1:00" "7:30-1:00" "7:30-0:00" 1085
"72729" "LAUdAyDlUppGDjWop2ytMg" "ON" "Jerusalem Restaurant" 2.5 -79.6343661 43.6390024 TRUE TRUE "no" TRUE 47 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" 29
"72735" "LAuun9IU8pEC-vUcGwBX_g" "QC" "Casey's" 2.5 -73.4366311607 45.4454285632 TRUE TRUE "no" FALSE 6 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-1:00" "11:00-1:00" "11:00-23:00" 11
"72742" "LAXd3Y4XSy4X9iaHFwqK_A" "AZ" "Carl's Jr" 2.5 -111.896102939 33.6238144021 TRUE FALSE "no" FALSE 13 "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" 284
"72744" "lAXvPp580Puo-BPlbE_o1g" "QC" "Les 3 Brasseurs" 3.5 -73.5532352 45.5068013 FALSE TRUE "free" FALSE 131 "11:30-0:00" "11:30-0:00" "11:30-0:00" "11:30-1:00" "11:30-2:00" "11:30-2:00" "11:30-0:00" 377
"72751" "lAzSvBRmhnZjVZdGGonewg" "ON" "Moods Eatery & Cafe" 3 -79.6852141 43.4651815 TRUE TRUE "free" FALSE 31 "17:30-1:00" "17:30-1:00" "17:30-1:00" "17:30-1:00" "17:30-2:00" "12:30-2:00" "12:30-1:00" 11
"72756" "lB_PJ7DqcAA4Ku4EZdYg6g" "NC" "Smalls" 3.5 -80.826168 35.213641 TRUE TRUE "no" TRUE 44 "11:30-22:00" "11:30-22:00" "11:30-2:00" "11:30-2:00" "11:30-2:00" "11:30-2:00" "11:30-22:00" 144
"72757" "Lb0uZEH4nXcHCzu-7oVLLg" "NC" "Basilico Italiano" 3.5 -80.759995 35.402077 TRUE TRUE "no" FALSE 36 "16:00-22:00" "16:00-22:00" "16:00-22:00" "16:00-22:00" "16:00-23:00" "12:00-23:00" "12:00-22:00" 11
